sr_no,company,typename,Inches,Cpu_brand,Cpu_name,Cpu_speed,RAM,Storage_type,Primary_Memory,Secondary_memory,Gpu_brand,Gpu_name,OS,weight,Price,Resolution_width,Resolution_height,TouchScreen
1253,Lenovo,Notebook,14.0,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.90,57116,1920,1080,0
1254,Dell,Notebook,15.6,Intel," Pentium Quad Core N3700 ",1.6,4,HDD,500,0,Intel," HD Graphics",Windows,2.20,23656,1366,768,0
1255,Asus,Notebook,15.6,Intel," Celeron Dual Core N3350 ",1.1,4,HDD,1024,0,Intel," HD Graphics 500",Windows,2.00,18062,1366,768,0
1256,Asus,Gaming,17.3,Intel," Core i7 6700HQ ",2.6,16,Hybrid,128,1024,Nvidia," GeForce GTX 970M",Windows,4.00,101232,1920,1080,0
1257,Dell,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,500,0,Intel," HD Graphics 520",Windows,2.29,26107,1366,768,0
1258,Lenovo,Notebook,15.6,Intel," Core i7 6500U ",2.5,8,Hybrid,1024,0,AMD," Radeon R5 M330",Windows,2.32,47686,1920,1080,0
1259,MSI,Gaming,15.6,Intel," Core i7 6700HQ ",2.6,8,Hybrid,128,1024,Nvidia," GeForce GTX 960M",Windows,2.40,65481,1920,1080,0
1260,Lenovo,"2 in 1 Convertible",14.0,Intel," Core i5 6200U ",2.3,4,SSD,128,0,Intel," HD Graphics 520",Windows,1.80,44383,1920,1080,1
1261,Asus,Ultrabook,13.3,Intel," Core M 6Y30 ",0.9,8,SSD,512,0,Intel," HD Graphics 515",Windows,1.20,38841,1920,1080,0
1262,Dell,Notebook,15.6,Intel," Core i3 7100U ",2.4,6,HDD,1024,0,Intel," HD Graphics 620",Windows,2.30,24456,1366,768,0
1263,Acer,Notebook,15.6,Intel," Celeron Dual Core N3060 ",1.6,4,HDD,500,0,Intel," HD Graphics 400",Linux,2.40,15398,1366,768,0
1264,Dell,Notebook,15.6,Intel," Celeron Dual Core N3050 ",1.6,2,HDD,500,0,Intel," HD Graphics",Windows,2.20,20193,1366,768,0
1265,Lenovo,Notebook,15.6,Intel," Core i7 6700HQ ",2.6,8,HDD,1024,0,Nvidia," GeForce GTX 960M",Windows,2.60,47899,1920,1080,0
1266,HP,Notebook,15.6,AMD," A9-Series 9410 ",2.9,6,Hybrid,1024,0,AMD," Radeon R7 M440",Windows,2.04,29303,1920,1080,0
1267,Dell,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,HDD,1024,0,AMD," Radeon R5 M430",Linux,2.30,42943,1366,768,0
1268,HP,Notebook,11.6,Intel," Celeron Dual Core N3060 ",1.6,2,"Flash Storage",32,0,Intel," HD Graphics 400",Windows,1.17,11136,1366,768,0
1269,Asus,Notebook,15.6,Intel," Core i7 6500U ",2.5,4,HDD,500,0,Nvidia," GeForce 920M",Windows,2.20,38379,1366,768,0
1270,Lenovo,"2 in 1 Convertible",14.0,Intel," Core i7 6500U ",2.5,4,SSD,128,0,Intel," HD Graphics 520",Windows,1.80,33993,1920,1080,1
1271,Lenovo,"2 in 1 Convertible",13.3,Intel," Core i7 6500U ",2.5,16,SSD,512,0,Intel," HD Graphics 520",Windows,1.30,79867,3200,1800,1
1272,Lenovo,Notebook,14.0,Intel," Celeron Dual Core N3050 ",1.6,2,"Flash Storage",64,0,Intel," HD Graphics",Windows,1.50,12201,1366,768,0
1273,HP,Notebook,15.6,Intel," Core i7 6500U ",2.5,6,HDD,1024,0,AMD," Radeon R5 M330",Windows,2.19,40706,1366,768,0
